#stable_id	start	end	strand	biotype	description
MRA_1395	1562774	1563082	1	protein_coding	PE family protein
MRA_1396	1563079	1564698	1	protein_coding	PPE family protein
MRA_1397	1565004	1565576	1	protein_coding	putative integration host factor MihF
MRA_1398	1565711	1566337	1	protein_coding	guanylate kinase
MRA_1399	1566403	1566735	1	protein_coding	DNA-directed RNA polymerase subunit omega
MRA_1400	1566751	1568007	1	protein_coding	phosphopantothenoylcysteine synthase/decarboxylase
MRA_1401	1568135	1569346	1	protein_coding	S-adenosylmethionine synthetase
MRA_1402	1569419	1570897	-1	protein_coding	putative monooxygenase
MRA_1403	1570894	1572279	-1	protein_coding	putative cytochrome p450 132 CYP132
MRA_1404	1572357	1573391	1	protein_coding	putative transcriptional regulatory protein
MRA_1405	1573437	1575230	-1	protein_coding	PE-PGRS family protein
MRA_1406	1575422	1575823	-1	protein_coding	hypothetical protein
MRA_1407	1575820	1576077	-1	protein_coding	conserved hypothetical protein
MRA_1408	1576160	1577119	-1	protein_coding	lipase LipH
MRA_1409	1577144	1578106	-1	protein_coding	putative lipase/esterase
MRA_1410	1578240	1578842	1	protein_coding	hypothetical protein
MRA_1411	1578923	1580890	1	protein_coding	primosome assembly protein PriA
MRA_1412	1580908	1581732	-1	protein_coding	putative methyltransferase
MRA_1413	1581901	1582383	1	protein_coding	putative transcriptional regulatory protein
MRA_1414	1582455	1583279	-1	protein_coding	putative methyltransferase
MRA_1415	1583476	1584414	1	protein_coding	methionyl-tRNA formyltransferase
MRA_1416	1584411	1585784	1	protein_coding	Fmu protein
MRA_1417	1585809	1586507	1	protein_coding	ribulose-phosphate 3-epimerase
MRA_1418	1586504	1587523	1	protein_coding	riboflavin-specific deaminase
MRA_1419	1587520	1589076	-1	protein_coding	Aminoglycosides/tetracycline-transport integral membrane protein
MRA_1420	1589082	1589792	-1	protein_coding	lipoprotein LprG
MRA_1421	1589877	1590482	1	protein_coding	riboflavin synthase subunit alpha
MRA_1422	1590696	1591211	1	protein_coding	hypothetical protein
MRA_1423	1591201	1591602	1	protein_coding	hypothetical protein
MRA_1424	1591707	1592984	1	protein_coding	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein
MRA_1425	1592999	1593463	1	protein_coding	riboflavin synthase subunit beta
MRA_1426	1593460	1593924	1	protein_coding	hypothetical protein
MRA_1427	1593949	1594635	1	protein_coding	putative lipoprotein LprH
MRA_1428	1594815	1595288	1	protein_coding	hypothetical protein
MRA_1429	1595352	1597292	1	protein_coding	excinuclease ABC subunit C
MRA_1430	1597289	1598194	1	protein_coding	hypothetical protein
MRA_1431	1598191	1599219	1	protein_coding	hypothetical protein
MRA_1432	1599216	1600193	1	protein_coding	putative transcriptional regulatory protein WhiA
MRA_1433	1600203	1600964	-1	protein_coding	hypothetical protein
MRA_1434	1600968	1602347	1	protein_coding	hypothetical protein
MRA_1435	1602369	1603631	-1	protein_coding	esterase LipO
MRA_1436	1603631	1605238	-1	protein_coding	fatty-acid-CoA ligase FadD12
MRA_1437	1605242	1606069	-1	protein_coding	conserved hypothetical protein
MRA_1438	1606188	1607456	1	protein_coding	hypothetical protein
MRA_1439	1607696	1609282	1	protein_coding	PE family protein
MRA_1440	1609393	1611162	1	protein_coding	hypothetical protein
MRA_1441	1611159	1612580	1	protein_coding	putative dehydrogenase
MRA_1442	1612744	1613559	1	protein_coding	putative conserved exported protein
MRA_1442A	1613566	1613703	1	protein_coding	hypothetical protein
MRA_1443	1613652	1614260	-1	protein_coding	putative conserved proline,glycine and valine rich secreted protein
MRA_1444	1614617	1615636	1	protein_coding	glyceraldehyde-3-phosphate dehydrogenase
MRA_1445	1615639	1616877	1	protein_coding	phosphoglycerate kinase
MRA_1446	1616874	1617659	1	protein_coding	triosephosphate isomerase
MRA_1447	1618271	1618696	-1	protein_coding	hypothetical protein
MRA_1448	1618967	1619380	1	protein_coding	protein-export membrane protein
MRA_1449	1619519	1620982	-1	protein_coding	PE-PGRS family protein
MRA_1450	1621101	1623401	1	protein_coding	putative biotin sulfoxide reductase BisC
MRA_1451	1623517	1624002	-1	protein_coding	hypothetical protein
MRA_1452	1624078	1624317	1	protein_coding	hypothetical protein
MRA_1453	1624597	1625007	-1	protein_coding	hypothetical protein
MRA_1454	1625024	1625767	-1	protein_coding	6-phosphogluconolactonase
MRA_1455	1625764	1626675	-1	protein_coding	oxppcycle protein OpcA
MRA_1456	1626728	1628272	-1	protein_coding	putative glucose-6-phosphate 1-dehydrogenase Zwf2
MRA_1457	1628269	1629390	-1	protein_coding	transaldolase
MRA_1458	1629407	1631509	-1	protein_coding	transketolase
MRA_1459	1631948	1636144	-1	protein_coding	PE-PGRS family protein
MRA_1460	1636546	1637472	1	protein_coding	putative cytochrome C oxidase assembly factor CtaB
MRA_1461	1637521	1639746	-1	protein_coding	PE-PGRS family protein
MRA_1462	1639898	1641163	1	protein_coding	hypothetical protein
MRA_1463	1641191	1642177	-1	protein_coding	putative quinone reductase Qor
MRA_1464	1642197	1643060	1	protein_coding	hypothetical protein
MRA_1465	1643010	1643942	-1	protein_coding	unidentified antibiotic ABC transporter permease protein
MRA_1466	1644054	1644839	-1	protein_coding	unidentified antibiotic ABC transporter permease protein
MRA_1467	1644836	1645777	-1	protein_coding	unidentified antibiotic ABC transporter ATP-binding protein
MRA_1468	1645880	1647655	-1	protein_coding	putative conserved integral membrane protein
MRA_1469	1647703	1648509	1	protein_coding	putative transcriptional regulatory protein
MRA_1470	1648506	1651046	1	protein_coding	iron-regulated ABC transporter permease protein
MRA_1471	1651043	1652236	1	protein_coding	iron-regulated ABC transporter permease protein
MRA_1472	1652233	1653033	1	protein_coding	iron-regulated ABC transporter ATP-binding protein
MRA_1473	1653035	1654288	1	protein_coding	cysteine desulfurase Csd
MRA_1474	1654285	1654773	1	protein_coding	nitrogen fixation protein NifU-related protein
MRA_1475	1654748	1655095	1	protein_coding	hypothetical protein
MRA_1476	1655190	1657019	-1	protein_coding	acyl-CoA dehydrogenase FadE15
MRA_1477	1657126	1658238	-1	protein_coding	PE-PGRS family protein
MRA_1478	1658480	1660453	1	protein_coding	metal cation transporting P-type ATPase CtpD
MRA_1479	1660497	1660871	1	protein_coding	putative thioredoxin TrxA
MRA_1480	1660887	1661258	1	protein_coding	thioredoxin TrxB1
MRA_1481	1661280	1662137	1	protein_coding	enoyl-CoA hydratase EchA12
MRA_1482	1662173	1663801	1	protein_coding	macrolide ABC transporter ATP-binding protein
MRA_1483	1663898	1664089	1	protein_coding	putative transcriptional regulatory protein
MRA_1484	1664158	1664721	-1	protein_coding	putative transcriptional regulatory protein
MRA_1485	1664732	1667563	-1	protein_coding	aconitate hydratase
MRA_1486	1667721	1668281	1	protein_coding	putative membrane protein
MRA_1487	1668507	1669925	1	protein_coding	hypothetical invasion protein
MRA_1488	1669936	1670661	1	protein_coding	hypothetical invasion protein
MRA_1489	1670800	1671933	1	protein_coding	putative transcriptional regulatory protein MoxR1
MRA_1490	1671930	1672883	1	protein_coding	hypothetical protein
MRA_1491	1672894	1673901	1	protein_coding	putative membrane protein
MRA_1492	1673974	1674816	-1	protein_coding	hypothetical protein
MRA_1493	1674957	1675700	1	protein_coding	3-oxoacyl-(acyl-carrier-protein) reductase FabG1
MRA_1494	1675719	1676528	1	protein_coding	enoyl-(acyl-carrier-protein) reductase
MRA_1495	1676534	1677568	1	protein_coding	ferrochelatase
MRA_1495A	1677534	1678400	-1	protein_coding	hypothetical protein
MRA_1496	1678458	1678892	1	protein_coding	hypothetical protein
MRA_1497	1678914	1680059	1	protein_coding	putative exported conserved protein
MRA_1498	1680069	1680425	1	protein_coding	hypothetical protein
MRA_1499	1680459	1680689	1	protein_coding	hypothetical protein
MRA_1500	1680839	1682146	1	protein_coding	putative membrane protein
MRA_1501	1682725	1683483	-1	protein_coding	hypothetical protein
MRA_1502	1683674	1685521	1	protein_coding	putative methylmalonyl-CoA mutase small subunit MutA
MRA_1503	1685522	1687774	1	protein_coding	putative methylmalonyl-COA mutase large subunit MutB
MRA_1504	1687788	1688090	1	protein_coding	hypothetical protein
MRA_1505	1688087	1688404	1	protein_coding	hypothetical protein
MRA_1506	1688401	1689405	1	protein_coding	arginine/ornithine transport system ATPase
MRA_1507	1689458	1690747	1	protein_coding	putative esterase LipL
MRA_1508	1690820	1691437	-1	protein_coding	methyltransferase
MRA_1509	1691651	1691863	-1	protein_coding	hypothetical protein
MRA_1510	1691924	1692322	1	protein_coding	hypothetical protein
MRA_1511	1692367	1693395	1	protein_coding	putative dolichol-phosphate mannosyltransferase
MRA_1512	1693407	1694228	1	protein_coding	hypothetical protein
MRA_1513	1694441	1695340	1	protein_coding	hypothetical protein
MRA_1514	1695513	1695953	-1	protein_coding	hypothetical protein
MRA_1515	1696062	1696661	-1	protein_coding	hypothetical protein
MRA_1516	1696798	1697463	-1	protein_coding	conserved hypothetical protein
MRA_1517	1697460	1697960	-1	protein_coding	hypothetical protein
MRA_1518	1698244	1698939	-1	protein_coding	hypothetical protein
MRA_1519	1699612	1701411	-1	protein_coding	putative membrane protein
MRA_1520	1701383	1701745	1	protein_coding	hypothetical protein
MRA_1521	1701729	1702610	1	protein_coding	hypothetical protein
MRA_1522	1702812	1704110	1	protein_coding	hypothetical protein
MRA_1523	1704591	1705613	1	protein_coding	GDP-D-mannose dehydratase
MRA_1524	1705610	1706578	1	protein_coding	fucose synthetase
MRA_1525	1706575	1707306	1	protein_coding	hypothetical protein
MRA_1526	1707324	1708112	-1	protein_coding	conserved hypothetical protein
MRA_1527	1708147	1709043	-1	protein_coding	hypothetical protein
MRA_1528	1709046	1710056	-1	protein_coding	glycosyl transferase
MRA_1529	1710388	1711152	1	protein_coding	hypothetical protein
MRA_1530	1711161	1712120	1	protein_coding	conserved hypothetical protein
MRA_1531	1712250	1712519	1	protein_coding	hypothetical protein
MRA_1532	1712545	1713585	1	protein_coding	glycosyl transferase
MRA_1533	1713819	1715570	1	protein_coding	fatty-acid-CoA ligase FadD25
MRA_1534	1715689	1719129	-1	protein_coding	transmembrane transport protein MmpL12
MRA_1535	1719170	1720213	1	protein_coding	putative methyltransferase
MRA_1536	1720243	1721487	1	protein_coding	putative glycosyl transferase
MRA_1537	1721534	1722319	1	protein_coding	putative rhamnosyl transferase WbbL2
MRA_1538	1722297	1723577	-1	protein_coding	putative glycosyl transferase
MRA_1539	1723600	1729926	-1	protein_coding	putative polyketide synthase pks5
MRA_1540	1730470	1730967	-1	protein_coding	putative conserved polyketide synthase associated protein PapA4
MRA_1541	1731019	1732773	1	protein_coding	fatty-acid-CoA ligase FadD24
MRA_1542	1732890	1733993	1	protein_coding	alcohol dehydrogenase
MRA_1543	1733990	1734556	1	protein_coding	hypothetical protein
MRA_1544	1734633	1735067	-1	protein_coding	hypothetical protein
MRA_1545	1735127	1736254	1	protein_coding	hypothetical protein
MRA_1546	1736251	1736928	1	protein_coding	putative transcriptional regulator
MRA_1547	1737493	1737729	1	protein_coding	hypothetical protein
MRA_1548	1738036	1741161	1	protein_coding	isoleucyl-tRNA synthetase
MRA_1549	1741373	1742764	1	protein_coding	DNA polymerase IV DinX
MRA_1550	1742729	1743709	-1	protein_coding	L-asparaginase
MRA_1551	1743761	1744369	1	protein_coding	signal peptidase II
MRA_1552	1744362	1745288	1	protein_coding	pseudouridine synthase, RluD-related protein
MRA_1553	1745295	1745888	-1	protein_coding	putative lipoprotein LprI
MRA_1554	1745943	1746353	-1	protein_coding	protozoan/cyanobacterial globin family protein
MRA_1555	1746581	1747606	1	protein_coding	putative fatty acyl-CoA reductase
MRA_1556	1747611	1748414	1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1557	1748436	1748663	1	protein_coding	hypothetical protein
MRA_1558	1748712	1749143	1	protein_coding	hypothetical protein
MRA_1559	1749211	1752765	1	protein_coding	DNA polymerase III subunit alpha DnaE1
MRA_1560	1752814	1754850	-1	protein_coding	PPE family protein
MRA_1561	1755027	1755554	1	protein_coding	fatty-acid-CoA ligase FadD11.1
MRA_1562	1755233	1756948	1	protein_coding	fatty-acid-CoA ligase FadD11
MRA_1563	1756962	1758827	1	protein_coding	putative acyltransferase PlsB1
MRA_1564	1759198	1760949	1	protein_coding	fumarate reductase flavoprotein subunit FrdA
MRA_1565	1760952	1761695	1	protein_coding	fumarate reductase iron-sulfur subunit FrdB
MRA_1566	1761692	1762072	1	protein_coding	fumarate reductase membrane anchor subunit FrdC
MRA_1567	1762069	1762446	1	protein_coding	fumarate reductase membrane anchor subunit FrdD
MRA_1568	1762514	1763122	1	protein_coding	putative regulatory protein
MRA_1569	1763261	1764454	1	protein_coding	transmembrane transport protein MmpL6
MRA_1570	1764464	1764910	1	protein_coding	hypothetical protein
MRA_1571	1764945	1766234	1	protein_coding	threonine dehydratase
MRA_1572	1766272	1766490	1	protein_coding	hypothetical protein
MRA_1573	1766496	1766900	1	protein_coding	hypothetical protein
MRA_1574	1766917	1768659	-1	protein_coding	maltooligosyl trehalose trehalohydrolase
MRA_1575	1768652	1770949	-1	protein_coding	maltooligosyl trehalose synthase
MRA_1576	1770953	1773118	-1	protein_coding	glycogen operon protein
MRA_1577	1773157	1775346	-1	protein_coding	putative lipopolysaccharide biosynthesis protein WbpC
MRA_1578	1775445	1776137	-1	protein_coding	putative inv protein
MRA_1579	1776377	1776661	-1	protein_coding	putative hypothetical membrane protein
MRA_1580	1776909	1778222	1	protein_coding	adenosylmethionine--8-amino-7-oxononanoate transaminase
MRA_1581	1778219	1779379	1	protein_coding	8-amino-7-oxononanoate synthase
MRA_1582	1779376	1780056	1	protein_coding	dithiobiotin synthetase
MRA_1583	1780056	1780565	1	protein_coding	hypothetical protein
MRA_1584	1780831	1781241	1	protein_coding	putative phiRv1 phage protein
MRA_1585	1781447	1781758	1	protein_coding	hypothetical protein
MRA_1586	1781716	1782171	1	protein_coding	putative phiRv1 phage protein
MRA_1587	1782161	1783582	-1	protein_coding	putative phiRv1 phage protein
MRA_1588	1783590	1784102	-1	protein_coding	putative phiRv1 phage protein
MRA_1589	1784276	1784746	-1	protein_coding	hypothetical protein
MRA_1590	1784827	1785141	-1	protein_coding	putative phiRv1 phage protein
MRA_1591	1785138	1785410	-1	protein_coding	putative phiRv1 phage protein
MRA_1592	1785424	1785819	-1	protein_coding	putative phiRv1 phage protein
MRA_1593	1786015	1787430	-1	protein_coding	putative phiRv1 phage protein
MRA_1594	1787430	1787828	-1	protein_coding	putative phiRv1 phage protein
MRA_1595	1787825	1788046	-1	protein_coding	putative phiRv1 prophage protein
MRA_1596	1788102	1788617	-1	protein_coding	putative phiRv1 prophage protein
MRA_1597	1788614	1790023	-1	protein_coding	putative integrase
MRA_1598	1789680	1790681	-1	protein_coding	REP13E12 repeat protein
MRA_1598A	1790686	1791354	-1	protein_coding	REP13E12 repeat protein
MRA_1599	1791802	1792851	1	protein_coding	biotin synthase
MRA_1600	1792852	1793091	1	protein_coding	hypothetical protein
MRA_1601	1793088	1793753	1	protein_coding	putative transmembrane protein
MRA_1602	1793918	1795258	-1	protein_coding	hypothetical protein
MRA_1603	1795515	1796225	-1	protein_coding	hypothetical protein
MRA_1604	1796274	1797323	1	protein_coding	quinolinate synthetase
MRA_1605	1797323	1798906	1	protein_coding	L-aspartate oxidase
MRA_1606	1798906	1799763	1	protein_coding	nicotinate-nucleotide pyrophosphorylase
MRA_1607	1799812	1800570	1	protein_coding	hypothetical protein
MRA_1608	1800591	1801001	-1	protein_coding	hypothetical protein
MRA_1609	1801101	1802417	1	protein_coding	histidinol dehydrogenase
MRA_1610	1802414	1803556	1	protein_coding	histidinol-phosphate aminotransferase HisC1
MRA_1611	1803553	1804185	1	protein_coding	imidazoleglycerol-phosphate dehydratase
MRA_1612	1804182	1804802	1	protein_coding	imidazole glycerol phosphate synthase subunit HisH
MRA_1613	1804812	1805549	1	protein_coding	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
MRA_1614	1805557	1806369	1	protein_coding	inositol-monophosphatase ImpA
MRA_1615	1806371	1807174	1	protein_coding	imidazole glycerol phosphate synthase subunit HisF
MRA_1616	1807171	1807518	1	protein_coding	putative phosphoribosyl-AMP 1,6 cyclohydrolase HisI
MRA_1617	1807699	1808781	1	protein_coding	cation/proton antiporter
MRA_1618	1808816	1809280	-1	protein_coding	putative peroxidoxin BcpB
MRA_1619	1809421	1810971	1	protein_coding	anthranilate synthase component I
MRA_1620	1810961	1811668	1	protein_coding	putative conserved membrane protein
MRA_1621	1811758	1812576	1	protein_coding	indole-3-glycerol-phosphate synthase
MRA_1622	1812645	1813877	1	protein_coding	tryptophan synthase subunit beta
MRA_1623	1813877	1814689	1	protein_coding	tryptophan synthase subunit alpha
MRA_1624	1814689	1816095	1	protein_coding	prolipoprotein diacylglyceryl transferase
MRA_1625	1816771	1817211	1	protein_coding	putative hypothetical membrane protein
MRA_1626	1817201	1817599	1	protein_coding	hypothetical protein
